"Plot Title: 1253388 "
"#","Time, GMT-05:00","K-Type, °C","Started","Button Down","Button Up","Host Connected","Stopped","End Of File"
308,08/20/15 11:03:34.843 AM,22.63,,,,,,
309,08/20/15 11:03:35.843 AM,22.63,,,,,,
310,08/20/15 11:03:36.843 AM,22.63,,,,,,
311,08/20/15 11:03:37.843 AM,22.63,,,,,,
312,08/20/15 11:03:38.843 AM,22.63,,,,,,
313,08/20/15 11:03:39.843 AM,22.63,,,,,,
314,08/20/15 11:03:40.843 AM,22.63,,,,,,
315,08/20/15 11:03:41.843 AM,22.63,,,,,,
316,08/20/15 11:03:42.843 AM,22.63,,,,,,
317,08/20/15 11:03:43.843 AM,22.63,,,,,,
318,08/20/15 11:03:44.843 AM,22.63,,,,,,
319,08/20/15 11:03:45.843 AM,22.29,,,,,,
320,08/20/15 11:03:46.843 AM,22.29,,,,,,
321,08/20/15 11:03:47.843 AM,22.29,,,,,,
322,08/20/15 11:03:48.843 AM,22.29,,,,,,
323,08/20/15 11:03:49.843 AM,22.63,,,,,,
324,08/20/15 11:03:50.843 AM,22.63,,,,,,
325,08/20/15 11:03:51.843 AM,22.63,,,,,,
326,08/20/15 11:03:52.843 AM,22.63,,,,,,
327,08/20/15 11:03:53.843 AM,22.63,,,,,,
328,08/20/15 11:03:54.843 AM,22.63,,,,,,
329,08/20/15 11:03:55.843 AM,22.63,,,,,,
330,08/20/15 11:03:56.843 AM,22.63,,,,,,
331,08/20/15 11:03:57.843 AM,22.63,,,,,,
332,08/20/15 11:03:58.843 AM,22.63,,,,,,
333,08/20/15 11:03:59.843 AM,22.63,,,,,,
334,08/20/15 11:04:00.843 AM,22.29,,,,,,
335,08/20/15 11:04:01.843 AM,22.63,,,,,,
336,08/20/15 11:04:02.843 AM,22.63,,,,,,
337,08/20/15 11:04:03.843 AM,22.63,,,,,,
338,08/20/15 11:04:04.843 AM,22.63,,,,,,
339,08/20/15 11:04:05.843 AM,22.63,,,,,,
340,08/20/15 11:04:06.843 AM,22.29,,,,,,
341,08/20/15 11:04:07.843 AM,22.29,,,,,,
342,08/20/15 11:04:08.843 AM,22.63,,,,,,
343,08/20/15 11:04:09.843 AM,22.63,,,,,,
344,08/20/15 11:04:10.843 AM,22.29,,,,,,
345,08/20/15 11:04:11.843 AM,22.63,,,,,,
346,08/20/15 11:04:12.843 AM,22.63,,,,,,
347,08/20/15 11:04:13.843 AM,22.63,,,,,,
348,08/20/15 11:04:14.843 AM,22.63,,,,,,
349,08/20/15 11:04:15.843 AM,22.63,,,,,,
350,08/20/15 11:04:16.843 AM,22.29,,,,,,
351,08/20/15 11:04:17.843 AM,22.29,,,,,,
352,08/20/15 11:04:18.843 AM,22.63,,,,,,
353,08/20/15 11:04:19.843 AM,22.63,,,,,,
354,08/20/15 11:04:20.843 AM,22.29,,,,,,
355,08/20/15 11:04:21.843 AM,22.29,,,,,,
356,08/20/15 11:04:22.843 AM,22.63,,,,,,
357,08/20/15 11:04:23.843 AM,22.63,,,,,,
358,08/20/15 11:04:24.843 AM,22.63,,,,,,
359,08/20/15 11:04:25.843 AM,22.63,,,,,,
360,08/20/15 11:04:26.843 AM,22.63,,,,,,
361,08/20/15 11:04:27.843 AM,22.63,,,,,,
362,08/20/15 11:04:28.843 AM,22.63,,,,,,
363,08/20/15 11:04:29.843 AM,22.63,,,,,,
364,08/20/15 11:04:30.843 AM,22.63,,,,,,
365,08/20/15 11:04:31.843 AM,22.63,,,,,,
366,08/20/15 11:04:32.843 AM,22.63,,,,,,
367,08/20/15 11:04:33.843 AM,22.63,,,,,,
368,08/20/15 11:04:34.843 AM,22.63,,,,,,
369,08/20/15 11:04:35.843 AM,22.29,,,,,,
370,08/20/15 11:04:36.843 AM,22.63,,,,,,
371,08/20/15 11:04:37.843 AM,22.63,,,,,,
372,08/20/15 11:04:38.843 AM,22.29,,,,,,
373,08/20/15 11:04:39.843 AM,22.63,,,,,,
374,08/20/15 11:04:40.843 AM,22.63,,,,,,
375,08/20/15 11:04:41.843 AM,22.63,,,,,,
376,08/20/15 11:04:42.843 AM,22.63,,,,,,
377,08/20/15 11:04:43.843 AM,22.63,,,,,,
378,08/20/15 11:04:44.843 AM,22.63,,,,,,
379,08/20/15 11:04:45.843 AM,22.63,,,,,,
380,08/20/15 11:04:46.843 AM,22.63,,,,,,
381,08/20/15 11:04:47.843 AM,22.63,,,,,,
382,08/20/15 11:04:48.843 AM,22.63,,,,,,
383,08/20/15 11:04:49.843 AM,22.63,,,,,,
384,08/20/15 11:04:50.843 AM,22.63,,,,,,
385,08/20/15 11:04:51.843 AM,22.63,,,,,,
386,08/20/15 11:04:52.843 AM,22.29,,,,,,
387,08/20/15 11:04:53.843 AM,22.63,,,,,,
388,08/20/15 11:04:54.843 AM,22.63,,,,,,
389,08/20/15 11:04:55.843 AM,22.63,,,,,,
390,08/20/15 11:04:56.843 AM,22.63,,,,,,
391,08/20/15 11:04:57.843 AM,22.63,,,,,,
392,08/20/15 11:04:58.843 AM,22.63,,,,,,
393,08/20/15 11:04:59.843 AM,22.63,,,,,,
394,08/20/15 11:05:00.843 AM,22.63,,,,,,
395,08/20/15 11:05:01.843 AM,22.63,,,,,,
396,08/20/15 11:05:02.843 AM,22.29,,,,,,
397,08/20/15 11:05:03.843 AM,22.63,,,,,,
398,08/20/15 11:05:04.843 AM,22.63,,,,,,
399,08/20/15 11:05:05.843 AM,22.63,,,,,,
400,08/20/15 11:05:06.843 AM,22.63,,,,,,
401,08/20/15 11:05:07.843 AM,22.63,,,,,,
402,08/20/15 11:05:08.843 AM,22.63,,,,,,
403,08/20/15 11:05:09.843 AM,22.63,,,,,,
404,08/20/15 11:05:10.843 AM,22.63,,,,,,
405,08/20/15 11:05:11.843 AM,22.63,,,,,,
406,08/20/15 11:05:12.843 AM,22.63,,,,,,
407,08/20/15 11:05:13.843 AM,22.29,,,,,,
408,08/20/15 11:05:14.843 AM,22.63,,,,,,
409,08/20/15 11:05:15.843 AM,22.63,,,,,,
410,08/20/15 11:05:16.843 AM,22.63,,,,,,
411,08/20/15 11:05:17.843 AM,22.63,,,,,,
412,08/20/15 11:05:18.843 AM,22.63,,,,,,
413,08/20/15 11:05:19.843 AM,22.63,,,,,,
414,08/20/15 11:05:20.843 AM,22.63,,,,,,
415,08/20/15 11:05:21.843 AM,22.63,,,,,,
416,08/20/15 11:05:22.843 AM,22.63,,,,,,
417,08/20/15 11:05:23.843 AM,22.63,,,,,,
418,08/20/15 11:05:24.843 AM,22.63,,,,,,
419,08/20/15 11:05:25.843 AM,22.63,,,,,,
420,08/20/15 11:05:26.843 AM,22.63,,,,,,
421,08/20/15 11:05:27.843 AM,22.63,,,,,,
422,08/20/15 11:05:28.843 AM,22.63,,,,,,
423,08/20/15 11:05:29.843 AM,22.63,,,,,,
424,08/20/15 11:05:30.843 AM,22.63,,,,,,
425,08/20/15 11:05:31.843 AM,22.63,,,,,,
426,08/20/15 11:05:32.843 AM,22.63,,,,,,
427,08/20/15 11:05:33.843 AM,22.63,,,,,,
428,08/20/15 11:05:34.843 AM,22.63,,,,,,
429,08/20/15 11:05:35.843 AM,22.63,,,,,,
430,08/20/15 11:05:36.843 AM,22.63,,,,,,
431,08/20/15 11:05:37.843 AM,22.63,,,,,,
432,08/20/15 11:05:38.843 AM,22.63,,,,,,
433,08/20/15 11:05:39.843 AM,22.63,,,,,,
434,08/20/15 11:05:40.843 AM,22.63,,,,,,
435,08/20/15 11:05:41.843 AM,22.63,,,,,,
436,08/20/15 11:05:42.843 AM,22.63,,,,,,
437,08/20/15 11:05:43.843 AM,22.63,,,,,,
438,08/20/15 11:05:44.843 AM,22.63,,,,,,
439,08/20/15 11:05:45.843 AM,22.63,,,,,,
440,08/20/15 11:05:46.843 AM,22.63,,,,,,
441,08/20/15 11:05:47.843 AM,22.63,,,,,,
442,08/20/15 11:05:48.843 AM,22.63,,,,,,
443,08/20/15 11:05:49.843 AM,22.63,,,,,,
444,08/20/15 11:05:50.843 AM,22.63,,,,,,
445,08/20/15 11:05:51.843 AM,22.63,,,,,,
446,08/20/15 11:05:52.843 AM,22.63,,,,,,
447,08/20/15 11:05:53.843 AM,22.63,,,,,,
448,08/20/15 11:05:54.843 AM,22.63,,,,,,
449,08/20/15 11:05:55.843 AM,22.63,,,,,,
450,08/20/15 11:05:56.843 AM,22.63,,,,,,
451,08/20/15 11:05:57.843 AM,22.63,,,,,,
452,08/20/15 11:05:58.843 AM,22.63,,,,,,
453,08/20/15 11:05:59.843 AM,22.63,,,,,,
454,08/20/15 11:06:00.843 AM,22.63,,,,,,
455,08/20/15 11:06:01.843 AM,22.63,,,,,,
456,08/20/15 11:06:02.843 AM,22.63,,,,,,
457,08/20/15 11:06:03.843 AM,22.63,,,,,,
458,08/20/15 11:06:04.843 AM,22.63,,,,,,
459,08/20/15 11:06:05.843 AM,22.63,,,,,,
460,08/20/15 11:06:06.843 AM,22.63,,,,,,
461,08/20/15 11:06:07.843 AM,22.63,,,,,,
462,08/20/15 11:06:08.843 AM,22.63,,,,,,
463,08/20/15 11:06:09.843 AM,22.63,,,,,,
464,08/20/15 11:06:10.843 AM,22.63,,,,,,
465,08/20/15 11:06:11.843 AM,22.63,,,,,,
466,08/20/15 11:06:12.843 AM,22.63,,,,,,
467,08/20/15 11:06:13.843 AM,22.63,,,,,,
468,08/20/15 11:06:14.843 AM,22.63,,,,,,
469,08/20/15 11:06:15.843 AM,22.63,,,,,,
