"Plot Title: 1283020 "
"#","Time, GMT-05:00","K-Type, °C","Started","Bad Battery","Host Connected","Stopped","End Of File"
57,05/04/15 10:41:09.661 AM,20.27,,,,,
58,05/04/15 10:41:10.661 AM,19.93,,,,,
59,05/04/15 10:41:11.661 AM,20.27,,,,,
60,05/04/15 10:41:12.661 AM,20.27,,,,,
61,05/04/15 10:41:13.661 AM,20.27,,,,,
62,05/04/15 10:41:14.661 AM,20.27,,,,,
63,05/04/15 10:41:15.661 AM,20.27,,,,,
64,05/04/15 10:41:16.661 AM,20.27,,,,,
65,05/04/15 10:41:17.661 AM,20.27,,,,,
66,05/04/15 10:41:18.661 AM,20.27,,,,,
67,05/04/15 10:41:19.661 AM,20.27,,,,,
68,05/04/15 10:41:20.661 AM,20.27,,,,,
69,05/04/15 10:41:21.661 AM,20.27,,,,,
70,05/04/15 10:41:22.661 AM,20.27,,,,,
71,05/04/15 10:41:23.661 AM,20.27,,,,,
72,05/04/15 10:41:24.661 AM,19.93,,,,,
73,05/04/15 10:41:25.661 AM,20.27,,,,,
74,05/04/15 10:41:26.661 AM,20.27,,,,,
75,05/04/15 10:41:27.661 AM,19.93,,,,,
76,05/04/15 10:41:28.661 AM,20.27,,,,,
77,05/04/15 10:41:29.661 AM,20.27,,,,,
78,05/04/15 10:41:30.661 AM,20.27,,,,,
79,05/04/15 10:41:31.661 AM,19.93,,,,,
80,05/04/15 10:41:32.661 AM,20.27,,,,,
81,05/04/15 10:41:33.661 AM,20.27,,,,,
82,05/04/15 10:41:34.661 AM,20.27,,,,,
83,05/04/15 10:41:35.661 AM,20.27,,,,,
84,05/04/15 10:41:36.661 AM,20.27,,,,,
85,05/04/15 10:41:37.661 AM,20.27,,,,,
86,05/04/15 10:41:38.661 AM,20.27,,,,,
87,05/04/15 10:41:39.661 AM,20.27,,,,,
88,05/04/15 10:41:40.661 AM,20.27,,,,,
89,05/04/15 10:41:41.661 AM,20.27,,,,,
90,05/04/15 10:41:42.661 AM,20.27,,,,,
91,05/04/15 10:41:43.661 AM,20.27,,,,,
92,05/04/15 10:41:44.661 AM,20.27,,,,,
93,05/04/15 10:41:45.661 AM,20.27,,,,,
94,05/04/15 10:41:46.661 AM,20.27,,,,,
95,05/04/15 10:41:47.661 AM,20.27,,,,,
96,05/04/15 10:41:48.661 AM,20.27,,,,,
97,05/04/15 10:41:49.661 AM,20.27,,,,,
98,05/04/15 10:41:50.661 AM,20.27,,,,,
99,05/04/15 10:41:51.661 AM,20.27,,,,,
100,05/04/15 10:41:52.661 AM,20.27,,,,,
101,05/04/15 10:41:53.661 AM,20.27,,,,,
102,05/04/15 10:41:54.661 AM,20.27,,,,,
103,05/04/15 10:41:55.661 AM,20.27,,,,,
104,05/04/15 10:41:56.661 AM,20.27,,,,,
105,05/04/15 10:41:57.661 AM,20.27,,,,,
106,05/04/15 10:41:58.661 AM,20.27,,,,,
107,05/04/15 10:41:59.661 AM,20.27,,,,,
108,05/04/15 10:42:00.661 AM,20.27,,,,,
109,05/04/15 10:42:01.661 AM,20.27,,,,,
110,05/04/15 10:42:02.661 AM,20.27,,,,,
111,05/04/15 10:42:03.661 AM,20.27,,,,,
112,05/04/15 10:42:04.661 AM,20.27,,,,,
113,05/04/15 10:42:05.661 AM,20.27,,,,,
114,05/04/15 10:42:06.661 AM,20.27,,,,,
115,05/04/15 10:42:07.661 AM,20.27,,,,,
116,05/04/15 10:42:08.661 AM,20.27,,,,,
117,05/04/15 10:42:09.661 AM,20.27,,,,,
118,05/04/15 10:42:10.661 AM,20.27,,,,,
119,05/04/15 10:42:11.661 AM,20.27,,,,,
120,05/04/15 10:42:12.661 AM,20.27,,,,,
121,05/04/15 10:42:13.661 AM,20.27,,,,,
122,05/04/15 10:42:14.661 AM,20.27,,,,,
123,05/04/15 10:42:15.661 AM,20.27,,,,,
124,05/04/15 10:42:16.661 AM,20.27,,,,,
125,05/04/15 10:42:17.661 AM,20.27,,,,,
126,05/04/15 10:42:18.661 AM,20.27,,,,,
127,05/04/15 10:42:19.661 AM,20.27,,,,,
128,05/04/15 10:42:20.661 AM,20.27,,,,,
129,05/04/15 10:42:21.661 AM,20.27,,,,,
130,05/04/15 10:42:22.661 AM,20.27,,,,,
131,05/04/15 10:42:23.661 AM,20.27,,,,,
132,05/04/15 10:42:24.661 AM,20.27,,,,,
133,05/04/15 10:42:25.661 AM,20.27,,,,,
134,05/04/15 10:42:26.661 AM,20.27,,,,,
135,05/04/15 10:42:27.661 AM,20.27,,,,,
136,05/04/15 10:42:28.661 AM,20.27,,,,,
137,05/04/15 10:42:29.661 AM,20.27,,,,,
138,05/04/15 10:42:30.661 AM,20.27,,,,,
139,05/04/15 10:42:31.661 AM,20.27,,,,,
140,05/04/15 10:42:32.661 AM,19.93,,,,,
141,05/04/15 10:42:33.661 AM,20.27,,,,,
142,05/04/15 10:42:34.661 AM,20.27,,,,,
143,05/04/15 10:42:35.661 AM,19.93,,,,,
144,05/04/15 10:42:36.661 AM,19.93,,,,,
145,05/04/15 10:42:37.661 AM,20.27,,,,,
146,05/04/15 10:42:38.661 AM,19.93,,,,,
147,05/04/15 10:42:39.661 AM,20.27,,,,,
148,05/04/15 10:42:40.661 AM,19.93,,,,,
149,05/04/15 10:42:41.661 AM,20.27,,,,,
150,05/04/15 10:42:42.661 AM,20.27,,,,,
151,05/04/15 10:42:43.661 AM,19.93,,,,,
152,05/04/15 10:42:44.661 AM,19.93,,,,,
153,05/04/15 10:42:45.661 AM,20.27,,,,,
154,05/04/15 10:42:46.661 AM,19.93,,,,,
155,05/04/15 10:42:47.661 AM,20.27,,,,,
156,05/04/15 10:42:48.661 AM,19.93,,,,,
157,05/04/15 10:42:49.661 AM,19.93,,,,,
158,05/04/15 10:42:50.661 AM,19.93,,,,,
159,05/04/15 10:42:51.661 AM,19.93,,,,,
160,05/04/15 10:42:52.661 AM,19.93,,,,,
161,05/04/15 10:42:53.661 AM,19.93,,,,,
162,05/04/15 10:42:54.661 AM,20.27,,,,,
163,05/04/15 10:42:55.661 AM,19.93,,,,,
164,05/04/15 10:42:56.661 AM,19.93,,,,,
165,05/04/15 10:42:57.661 AM,19.93,,,,,
166,05/04/15 10:42:58.661 AM,19.93,,,,,
167,05/04/15 10:42:59.661 AM,19.93,,,,,
168,05/04/15 10:43:00.661 AM,19.93,,,,,
169,05/04/15 10:43:01.661 AM,19.93,,,,,
170,05/04/15 10:43:02.661 AM,19.93,,,,,
171,05/04/15 10:43:03.661 AM,19.93,,,,,
172,05/04/15 10:43:04.661 AM,19.93,,,,,
173,05/04/15 10:43:05.661 AM,19.93,,,,,
174,05/04/15 10:43:06.661 AM,19.93,,,,,
175,05/04/15 10:43:07.661 AM,19.93,,,,,
176,05/04/15 10:43:08.661 AM,19.93,,,,,
177,05/04/15 10:43:09.661 AM,19.93,,,,,
178,05/04/15 10:43:10.661 AM,19.93,,,,,
179,05/04/15 10:43:11.661 AM,19.93,,,,,
180,05/04/15 10:43:12.661 AM,19.93,,,,,
181,05/04/15 10:43:13.661 AM,19.93,,,,,
182,05/04/15 10:43:14.661 AM,19.93,,,,,
183,05/04/15 10:43:15.661 AM,20.27,,,,,
184,05/04/15 10:43:16.661 AM,20.27,,,,,
185,05/04/15 10:43:17.661 AM,20.27,,,,,
186,05/04/15 10:43:18.661 AM,20.27,,,,,
187,05/04/15 10:43:19.661 AM,20.27,,,,,
188,05/04/15 10:43:20.661 AM,20.27,,,,,
189,05/04/15 10:43:21.661 AM,20.27,,,,,
190,05/04/15 10:43:22.661 AM,20.27,,,,,
191,05/04/15 10:43:23.661 AM,20.27,,,,,
192,05/04/15 10:43:24.661 AM,20.27,,,,,
193,05/04/15 10:43:25.661 AM,20.27,,,,,
194,05/04/15 10:43:26.661 AM,20.27,,,,,
195,05/04/15 10:43:27.661 AM,20.27,,,,,
196,05/04/15 10:43:28.661 AM,20.27,,,,,
197,05/04/15 10:43:29.661 AM,20.61,,,,,
198,05/04/15 10:43:30.661 AM,20.61,,,,,
199,05/04/15 10:43:31.661 AM,20.27,,,,,
200,05/04/15 10:43:32.661 AM,20.27,,,,,
201,05/04/15 10:43:33.661 AM,20.27,,,,,
202,05/04/15 10:43:34.661 AM,20.27,,,,,
203,05/04/15 10:43:35.661 AM,20.61,,,,,
204,05/04/15 10:43:36.661 AM,20.61,,,,,
205,05/04/15 10:43:37.661 AM,20.27,,,,,
206,05/04/15 10:43:38.661 AM,20.61,,,,,
207,05/04/15 10:43:39.661 AM,20.61,,,,,
208,05/04/15 10:43:40.661 AM,20.61,,,,,
209,05/04/15 10:43:41.661 AM,20.61,,,,,
210,05/04/15 10:43:42.661 AM,20.61,,,,,
211,05/04/15 10:43:43.661 AM,20.61,,,,,
212,05/04/15 10:43:44.661 AM,20.61,,,,,
213,05/04/15 10:43:45.661 AM,20.61,,,,,
214,05/04/15 10:43:46.661 AM,20.61,,,,,
215,05/04/15 10:43:47.661 AM,20.61,,,,,
216,05/04/15 10:43:48.661 AM,20.61,,,,,
217,05/04/15 10:43:49.661 AM,20.61,,,,,
218,05/04/15 10:43:50.661 AM,20.61,,,,,
219,05/04/15 10:43:51.661 AM,20.61,,,,,
220,05/04/15 10:43:52.661 AM,20.61,,,,,
221,05/04/15 10:43:53.661 AM,20.61,,,,,
222,05/04/15 10:43:54.661 AM,20.61,,,,,
223,05/04/15 10:43:55.661 AM,20.61,,,,,
224,05/04/15 10:43:56.661 AM,20.61,,,,,
225,05/04/15 10:43:57.661 AM,20.61,,,,,
226,05/04/15 10:43:58.661 AM,20.61,,,,,
227,05/04/15 10:43:59.661 AM,20.61,,,,,
228,05/04/15 10:44:00.661 AM,20.61,,,,,
229,05/04/15 10:44:01.661 AM,20.61,,,,,
230,05/04/15 10:44:02.661 AM,20.61,,,,,
231,05/04/15 10:44:03.661 AM,20.61,,,,,
232,05/04/15 10:44:04.661 AM,20.61,,,,,
233,05/04/15 10:44:05.661 AM,20.61,,,,,
234,05/04/15 10:44:06.661 AM,20.61,,,,,
235,05/04/15 10:44:07.661 AM,20.61,,,,,
236,05/04/15 10:44:08.661 AM,20.61,,,,,
237,05/04/15 10:44:09.661 AM,20.61,,,,,
238,05/04/15 10:44:10.661 AM,20.61,,,,,
239,05/04/15 10:44:11.661 AM,20.61,,,,,
240,05/04/15 10:44:12.661 AM,20.61,,,,,
241,05/04/15 10:44:13.661 AM,20.61,,,,,
242,05/04/15 10:44:14.661 AM,20.61,,,,,
243,05/04/15 10:44:15.661 AM,20.61,,,,,
244,05/04/15 10:44:16.661 AM,20.61,,,,,
245,05/04/15 10:44:17.661 AM,20.61,,,,,
246,05/04/15 10:44:18.661 AM,20.61,,,,,
247,05/04/15 10:44:19.661 AM,20.61,,,,,
248,05/04/15 10:44:20.661 AM,20.61,,,,,
249,05/04/15 10:44:21.661 AM,20.61,,,,,
250,05/04/15 10:44:22.661 AM,20.61,,,,,
251,05/04/15 10:44:23.661 AM,20.61,,,,,
252,05/04/15 10:44:24.661 AM,20.61,,,,,
253,05/04/15 10:44:25.661 AM,20.61,,,,,
254,05/04/15 10:44:26.661 AM,20.61,,,,,
255,05/04/15 10:44:27.661 AM,20.61,,,,,
256,05/04/15 10:44:28.661 AM,20.61,,,,,
257,05/04/15 10:44:29.661 AM,20.61,,,,,
258,05/04/15 10:44:30.661 AM,20.61,,,,,
259,05/04/15 10:44:31.661 AM,20.61,,,,,
260,05/04/15 10:44:32.661 AM,20.61,,,,,
261,05/04/15 10:44:33.661 AM,20.61,,,,,
262,05/04/15 10:44:34.661 AM,20.61,,,,,
263,05/04/15 10:44:35.661 AM,20.61,,,,,
264,05/04/15 10:44:36.661 AM,20.61,,,,,
265,05/04/15 10:44:37.661 AM,20.61,,,,,
266,05/04/15 10:44:38.661 AM,20.61,,,,,
267,05/04/15 10:44:39.661 AM,20.61,,,,,
268,05/04/15 10:44:40.661 AM,20.61,,,,,
269,05/04/15 10:44:41.661 AM,20.61,,,,,
270,05/04/15 10:44:42.661 AM,20.61,,,,,
271,05/04/15 10:44:43.661 AM,20.61,,,,,
272,05/04/15 10:44:44.661 AM,20.61,,,,,
273,05/04/15 10:44:45.661 AM,20.61,,,,,
274,05/04/15 10:44:46.661 AM,20.61,,,,,
275,05/04/15 10:44:47.661 AM,20.61,,,,,
276,05/04/15 10:44:48.661 AM,20.61,,,,,
277,05/04/15 10:44:49.661 AM,20.61,,,,,
278,05/04/15 10:44:50.661 AM,20.61,,,,,
279,05/04/15 10:44:51.661 AM,20.61,,,,,
280,05/04/15 10:44:52.661 AM,20.61,,,,,
281,05/04/15 10:44:53.661 AM,20.61,,,,,
282,05/04/15 10:44:54.661 AM,20.61,,,,,
283,05/04/15 10:44:55.661 AM,20.61,,,,,
284,05/04/15 10:44:56.661 AM,20.61,,,,,
285,05/04/15 10:44:57.661 AM,20.61,,,,,
286,05/04/15 10:44:58.661 AM,20.61,,,,,
287,05/04/15 10:44:59.661 AM,20.61,,,,,
288,05/04/15 10:45:00.661 AM,20.61,,,,,
289,05/04/15 10:45:01.661 AM,20.61,,,,,
290,05/04/15 10:45:02.661 AM,20.61,,,,,
291,05/04/15 10:45:03.661 AM,20.61,,,,,
292,05/04/15 10:45:04.661 AM,20.61,,,,,
293,05/04/15 10:45:05.661 AM,20.61,,,,,
294,05/04/15 10:45:06.661 AM,20.61,,,,,
295,05/04/15 10:45:07.661 AM,20.61,,,,,
296,05/04/15 10:45:08.661 AM,20.61,,,,,
297,05/04/15 10:45:09.661 AM,20.61,,,,,
298,05/04/15 10:45:10.661 AM,20.61,,,,,
299,05/04/15 10:45:11.661 AM,20.61,,,,,
300,05/04/15 10:45:12.661 AM,20.61,,,,,
301,05/04/15 10:45:13.661 AM,20.61,,,,,
302,05/04/15 10:45:14.661 AM,20.61,,,,,
303,05/04/15 10:45:15.661 AM,20.61,,,,,
304,05/04/15 10:45:16.661 AM,20.61,,,,,
305,05/04/15 10:45:17.661 AM,20.61,,,,,
306,05/04/15 10:45:18.661 AM,20.61,,,,,
307,05/04/15 10:45:19.661 AM,20.61,,,,,
308,05/04/15 10:45:20.661 AM,20.61,,,,,
309,05/04/15 10:45:21.661 AM,20.61,,,,,
310,05/04/15 10:45:22.661 AM,20.61,,,,,
311,05/04/15 10:45:23.661 AM,20.61,,,,,
312,05/04/15 10:45:24.661 AM,20.61,,,,,
313,05/04/15 10:45:25.661 AM,20.61,,,,,
314,05/04/15 10:45:26.661 AM,20.61,,,,,
315,05/04/15 10:45:27.661 AM,20.61,,,,,
316,05/04/15 10:45:28.661 AM,20.61,,,,,
317,05/04/15 10:45:29.661 AM,20.61,,,,,
318,05/04/15 10:45:30.661 AM,20.61,,,,,
319,05/04/15 10:45:31.661 AM,20.61,,,,,
320,05/04/15 10:45:32.661 AM,20.61,,,,,
321,05/04/15 10:45:33.661 AM,20.61,,,,,
322,05/04/15 10:45:34.661 AM,20.61,,,,,
323,05/04/15 10:45:35.661 AM,20.61,,,,,
324,05/04/15 10:45:36.661 AM,20.61,,,,,
325,05/04/15 10:45:37.661 AM,20.61,,,,,
326,05/04/15 10:45:38.661 AM,20.61,,,,,
327,05/04/15 10:45:39.661 AM,20.61,,,,,
328,05/04/15 10:45:40.661 AM,20.61,,,,,
329,05/04/15 10:45:41.661 AM,20.61,,,,,
330,05/04/15 10:45:42.661 AM,20.61,,,,,
331,05/04/15 10:45:43.661 AM,20.61,,,,,
332,05/04/15 10:45:44.661 AM,20.61,,,,,
333,05/04/15 10:45:45.661 AM,20.61,,,,,
334,05/04/15 10:45:46.661 AM,20.61,,,,,
335,05/04/15 10:45:47.661 AM,20.61,,,,,
336,05/04/15 10:45:48.661 AM,20.61,,,,,
337,05/04/15 10:45:49.661 AM,20.61,,,,,
338,05/04/15 10:45:50.661 AM,20.61,,,,,
339,05/04/15 10:45:51.661 AM,20.61,,,,,
340,05/04/15 10:45:52.661 AM,20.61,,,,,
341,05/04/15 10:45:53.661 AM,20.61,,,,,
342,05/04/15 10:45:54.661 AM,20.61,,,,,
343,05/04/15 10:45:55.661 AM,20.61,,,,,
344,05/04/15 10:45:56.661 AM,20.61,,,,,
345,05/04/15 10:45:57.661 AM,20.61,,,,,
346,05/04/15 10:45:58.661 AM,20.61,,,,,
347,05/04/15 10:45:59.661 AM,20.61,,,,,
348,05/04/15 10:46:00.661 AM,20.61,,,,,
349,05/04/15 10:46:01.661 AM,20.61,,,,,
350,05/04/15 10:46:02.661 AM,20.61,,,,,
351,05/04/15 10:46:03.661 AM,20.61,,,,,
352,05/04/15 10:46:04.661 AM,20.61,,,,,
353,05/04/15 10:46:05.661 AM,20.61,,,,,
354,05/04/15 10:46:06.661 AM,20.61,,,,,
355,05/04/15 10:46:07.661 AM,20.61,,,,,
356,05/04/15 10:46:08.661 AM,20.61,,,,,
357,05/04/15 10:46:09.661 AM,20.27,,,,,
358,05/04/15 10:46:10.661 AM,20.27,,,,,
359,05/04/15 10:46:11.661 AM,20.27,,,,,
360,05/04/15 10:46:12.661 AM,20.27,,,,,
361,05/04/15 10:46:13.661 AM,19.93,,,,,
362,05/04/15 10:46:14.661 AM,20.27,,,,,
363,05/04/15 10:46:15.661 AM,19.93,,,,,
364,05/04/15 10:46:16.661 AM,19.93,,,,,
365,05/04/15 10:46:17.661 AM,19.60,,,,,
366,05/04/15 10:46:18.661 AM,19.60,,,,,
367,05/04/15 10:46:19.661 AM,19.93,,,,,
368,05/04/15 10:46:20.661 AM,19.60,,,,,
369,05/04/15 10:46:21.661 AM,19.60,,,,,
370,05/04/15 10:46:22.661 AM,19.60,,,,,
371,05/04/15 10:46:23.661 AM,19.60,,,,,
372,05/04/15 10:46:24.661 AM,19.60,,,,,
373,05/04/15 10:46:25.661 AM,19.60,,,,,
374,05/04/15 10:46:26.661 AM,19.60,,,,,
375,05/04/15 10:46:27.661 AM,19.60,,,,,
376,05/04/15 10:46:28.661 AM,19.60,,,,,
377,05/04/15 10:46:29.661 AM,19.60,,,,,
378,05/04/15 10:46:30.661 AM,19.60,,,,,
379,05/04/15 10:46:31.661 AM,19.60,,,,,
380,05/04/15 10:46:32.661 AM,19.60,,,,,
381,05/04/15 10:46:33.661 AM,19.60,,,,,
382,05/04/15 10:46:34.661 AM,19.60,,,,,
383,05/04/15 10:46:35.661 AM,19.60,,,,,
384,05/04/15 10:46:36.661 AM,19.60,,,,,
385,05/04/15 10:46:37.661 AM,19.93,,,,,
386,05/04/15 10:46:38.661 AM,19.93,,,,,
387,05/04/15 10:46:39.661 AM,19.93,,,,,
388,05/04/15 10:46:40.661 AM,19.60,,,,,
389,05/04/15 10:46:41.661 AM,19.93,,,,,
390,05/04/15 10:46:42.661 AM,19.93,,,,,
391,05/04/15 10:46:43.661 AM,19.93,,,,,
392,05/04/15 10:46:44.661 AM,19.93,,,,,
393,05/04/15 10:46:45.661 AM,19.93,,,,,
394,05/04/15 10:46:46.661 AM,19.93,,,,,
395,05/04/15 10:46:47.661 AM,19.93,,,,,
396,05/04/15 10:46:48.661 AM,19.93,,,,,
397,05/04/15 10:46:49.661 AM,19.60,,,,,
398,05/04/15 10:46:50.661 AM,19.60,,,,,
399,05/04/15 10:46:51.661 AM,19.60,,,,,
400,05/04/15 10:46:52.661 AM,19.60,,,,,
401,05/04/15 10:46:53.661 AM,19.60,,,,,
402,05/04/15 10:46:54.661 AM,19.60,,,,,
403,05/04/15 10:46:55.661 AM,19.60,,,,,
404,05/04/15 10:46:56.661 AM,19.60,,,,,
405,05/04/15 10:46:57.661 AM,19.60,,,,,
406,05/04/15 10:46:58.661 AM,19.60,,,,,
407,05/04/15 10:46:59.661 AM,19.60,,,,,
408,05/04/15 10:47:00.661 AM,19.93,,,,,
409,05/04/15 10:47:01.661 AM,19.93,,,,,
410,05/04/15 10:47:02.661 AM,19.60,,,,,
411,05/04/15 10:47:03.661 AM,19.60,,,,,
412,05/04/15 10:47:04.661 AM,19.93,,,,,
413,05/04/15 10:47:05.661 AM,19.93,,,,,
414,05/04/15 10:47:06.661 AM,19.60,,,,,
415,05/04/15 10:47:07.661 AM,19.93,,,,,
416,05/04/15 10:47:08.661 AM,19.93,,,,,
417,05/04/15 10:47:09.661 AM,19.60,,,,,
418,05/04/15 10:47:10.661 AM,19.60,,,,,
419,05/04/15 10:47:11.661 AM,19.60,,,,,
420,05/04/15 10:47:12.661 AM,19.93,,,,,
421,05/04/15 10:47:13.661 AM,19.60,,,,,
422,05/04/15 10:47:14.661 AM,19.93,,,,,
423,05/04/15 10:47:15.661 AM,19.93,,,,,
424,05/04/15 10:47:16.661 AM,19.93,,,,,
425,05/04/15 10:47:17.661 AM,19.93,,,,,
426,05/04/15 10:47:18.661 AM,19.93,,,,,
427,05/04/15 10:47:19.661 AM,19.93,,,,,
428,05/04/15 10:47:20.661 AM,19.93,,,,,
429,05/04/15 10:47:21.661 AM,19.93,,,,,
430,05/04/15 10:47:22.661 AM,19.93,,,,,
431,05/04/15 10:47:23.661 AM,19.93,,,,,
432,05/04/15 10:47:24.661 AM,19.93,,,,,
433,05/04/15 10:47:25.661 AM,19.93,,,,,
434,05/04/15 10:47:26.661 AM,19.93,,,,,
435,05/04/15 10:47:27.661 AM,19.93,,,,,
436,05/04/15 10:47:28.661 AM,19.93,,,,,
437,05/04/15 10:47:29.661 AM,19.93,,,,,
438,05/04/15 10:47:30.661 AM,19.93,,,,,
439,05/04/15 10:47:31.661 AM,19.93,,,,,
440,05/04/15 10:47:32.661 AM,19.93,,,,,
441,05/04/15 10:47:33.661 AM,19.93,,,,,
442,05/04/15 10:47:34.661 AM,19.93,,,,,
443,05/04/15 10:47:35.661 AM,19.93,,,,,
444,05/04/15 10:47:36.661 AM,19.93,,,,,
445,05/04/15 10:47:37.661 AM,19.93,,,,,
446,05/04/15 10:47:38.661 AM,19.93,,,,,
447,05/04/15 10:47:39.661 AM,19.93,,,,,
448,05/04/15 10:47:40.661 AM,19.93,,,,,
449,05/04/15 10:47:41.661 AM,19.93,,,,,
450,05/04/15 10:47:42.661 AM,19.93,,,,,
451,05/04/15 10:47:43.661 AM,19.93,,,,,
452,05/04/15 10:47:44.661 AM,19.93,,,,,
453,05/04/15 10:47:45.661 AM,19.93,,,,,
454,05/04/15 10:47:46.661 AM,19.93,,,,,
455,05/04/15 10:47:47.661 AM,19.93,,,,,
456,05/04/15 10:47:48.661 AM,19.93,,,,,
457,05/04/15 10:47:49.661 AM,19.93,,,,,
458,05/04/15 10:47:50.661 AM,19.93,,,,,
459,05/04/15 10:47:51.661 AM,19.93,,,,,
460,05/04/15 10:47:52.661 AM,19.93,,,,,
461,05/04/15 10:47:53.661 AM,19.93,,,,,
462,05/04/15 10:47:54.661 AM,19.93,,,,,
463,05/04/15 10:47:55.661 AM,19.93,,,,,
464,05/04/15 10:47:56.661 AM,19.93,,,,,
465,05/04/15 10:47:57.661 AM,19.93,,,,,
466,05/04/15 10:47:58.661 AM,19.93,,,,,
467,05/04/15 10:47:59.661 AM,19.93,,,,,
468,05/04/15 10:48:00.661 AM,19.93,,,,,
469,05/04/15 10:48:01.661 AM,19.93,,,,,
470,05/04/15 10:48:02.661 AM,19.93,,,,,
471,05/04/15 10:48:03.661 AM,19.93,,,,,
472,05/04/15 10:48:04.661 AM,19.93,,,,,
473,05/04/15 10:48:05.661 AM,20.27,,,,,
474,05/04/15 10:48:06.661 AM,19.93,,,,,
475,05/04/15 10:48:07.661 AM,20.27,,,,,
476,05/04/15 10:48:08.661 AM,20.27,,,,,
477,05/04/15 10:48:09.661 AM,20.27,,,,,
478,05/04/15 10:48:10.661 AM,20.27,,,,,
479,05/04/15 10:48:11.661 AM,20.27,,,,,
480,05/04/15 10:48:12.661 AM,20.27,,,,,
481,05/04/15 10:48:13.661 AM,20.27,,,,,
482,05/04/15 10:48:14.661 AM,20.27,,,,,
483,05/04/15 10:48:15.661 AM,20.27,,,,,
484,05/04/15 10:48:16.661 AM,20.27,,,,,
485,05/04/15 10:48:17.661 AM,20.27,,,,,
486,05/04/15 10:48:18.661 AM,20.27,,,,,
487,05/04/15 10:48:19.661 AM,20.27,,,,,
488,05/04/15 10:48:20.661 AM,20.27,,,,,
489,05/04/15 10:48:21.661 AM,20.27,,,,,
490,05/04/15 10:48:22.661 AM,20.27,,,,,
491,05/04/15 10:48:23.661 AM,20.27,,,,,
492,05/04/15 10:48:24.661 AM,20.27,,,,,
493,05/04/15 10:48:25.661 AM,20.27,,,,,
494,05/04/15 10:48:26.661 AM,20.27,,,,,
495,05/04/15 10:48:27.661 AM,20.27,,,,,
