tag,spcode,alt,asp,year,l,w,t
5,Quke,l,s,0,63.14,62.21,0.11
5,Quke,l,s,0,47.61,27.18,0.16
5,Quke,l,s,0,53.1,44.6,0.12
5,Quke,l,s,0,107.34,74.8,0.17
6,Quke,l,s,0,99.44,61.82,0.16
6,Quke,l,s,0,60.55,41.63,0.1
6,Quke,l,s,0,31.9,44.58,0.22
6,Quke,l,s,0,61.86,26.25,0.13
6,Quke,l,s,0,62.11,61.07,0.22
6,Quke,l,s,0,70.33,42.8,0.16
6,Quke,l,s,0,64.21,35.39,0.25
6,Quke,l,s,0,70.36,49.11,0.19
6,Quke,l,s,0,69.31,38.56,0.2
6,Quke,l,s,0,61.79,60.5,0.18
6,Quke,l,s,0,17.91,24.24,0.24
6,Quke,l,s,0,36.31,52.48,0.15
6,Quke,l,s,0,32.8,45.66,0.13
6,Quke,l,s,0,54.58,42.51,0.19
6,Quke,l,s,0,78.14,25.37,0.11
6,Quke,l,s,0,51.08,29.45,0.21
7,Quke,l,n,0,111.89,75.89,0.15
7,Quke,l,n,0,102.27,42.85,0.09
7,Quke,l,n,0,63.54,52.13,0.08
7,Quke,l,n,0,76,42.43,0.11
7,Quke,l,n,0,64.48,33.82,0.19
7,Quke,l,n,0,60.32,35.92,0.07
7,Quke,l,n,0,22.9,17.24,0.11
7,Quke,l,n,0,47.19,29.2,0.15
7,Quke,l,n,0,67.53,31.42,1.47
7,Quke,l,n,0,49.54,33.94,2.16
8,Quke,l,n,0,77.02,43.08,0.16
8,Quke,l,n,0,65.76,33.66,0.24
8,Quke,l,n,0,82.28,41.14,0.15
8,Quke,l,n,0,72.46,33.44,0.21
8,Quke,l,n,0,56.03,46.93,0.12
8,Quke,l,n,0,69.55,42.49,0.11
8,Quke,l,n,0,55.16,30.03,0.13
8,Quke,l,n,0,71.57,41.97,0.12
8,Quke,l,n,0,64.12,37.17,0.18
8,Quke,l,n,0,34.81,29.44,0.17
8,Quke,l,n,0,71.61,34.61,0.17
8,Quke,l,n,0,53.95,31.12,0.2
8,Quke,l,n,0,58.76,46.44,0.19
8,Quke,l,n,0,53.32,46.67,0.16
8,Quke,l,n,0,50.77,31.29,0.15
8,Quke,l,n,0,40.98,25.53,0.17
8,Quke,l,n,0,55.96,22.59,0.11
8,Quke,l,n,0,26.71,15.93,0.21
9,Quke,h,n,0,91.68,59.55,0.2
9,Quke,h,n,0,73.51,79.89,0.79
9,Quke,h,n,0,70.57,30.35,0.09
9,Quke,h,n,0,86.39,58.19,0.12
9,Quke,h,n,0,92.57,49.56,0.15
9,Quke,h,n,0,101.02,31.39,0.15
9,Quke,h,n,0,75.36,36.26,0.12
9,Quke,h,n,0,104.77,29.22,0.11
9,Quke,h,n,0,25.92,20.96,0.1
9,Quke,h,n,0,21.59,20.96,0.11
10,Quke,h,n,0,110.73,48.84,0.19
10,Quke,h,n,0,37.91,16.9,0.15
10,Quke,h,n,0,52.1,48.47,0.15
10,Quke,h,n,0,85.35,50.31,0.93
10,Quke,h,n,0,122.12,69.55,0.22
10,Quke,h,n,0,52.78,27.31,0.11
10,Quke,h,n,0,102.22,76.42,0.19
10,Quke,h,n,0,53.24,37.56,0.18
10,Quke,h,n,0,47.55,51.56,0.16
10,Quke,h,n,0,61.84,44.98,0.17
10,Quke,h,n,0,45.92,20.55,0.35
11,Quke,h,s,0,78.12,51.19,0.5
11,Quke,h,s,0,53.09,67.57,0.11
11,Quke,h,s,0,61.8,58.93,0.11
11,Quke,h,s,0,79.6,33.94,0.16
11,Quke,h,s,0,49.19,41.84,0.55
11,Quke,h,s,0,85.4,33.06,0.45
11,Quke,h,s,0,99.83,41.27,0.22
11,Quke,h,s,0,65.13,36.02,0.13
11,Quke,h,s,0,39.87,33.21,0.13
11,Quke,h,s,0,50.59,30.12,0.1
11,Quke,h,s,0,39.85,26.02,0.14
11,Quke,h,s,0,55.75,18.66,0.2
12,Quke,h,s,0,28.91,22.35,0.16
12,Quke,h,s,0,115.97,69.58,0.1
12,Quke,h,s,0,39.12,55,0.21
12,Quke,h,s,0,52.04,58.44,0.12
12,Quke,h,s,0,98.06,70.99,0.2
12,Quke,h,s,0,80.87,77.73,0.15
12,Quke,h,s,0,64.05,29.07,0.16
12,Quke,h,s,0,67.87,32.93,0.1
12,Quke,h,s,0,46.74,41.18,0.17
12,Quke,h,s,0,65.81,44.52,0.15
13,Cade,m,s,0,74.94,20.67,1.15
13,Cade,m,s,0,89.78,32.28,1.45
13,Cade,m,s,0,89.03,22.62,1.08
13,Cade,m,s,0,79.52,18.38,0.9
13,Cade,m,s,0,27.83,6.33,0.83
14,Cade,m,n,0,69.03,20.05,0.81
14,Cade,m,n,0,108.68,33.51,1.19
14,Cade,m,n,0,27.11,11.46,0.63
14,Cade,m,n,0,26.98,6.7,0.69
14,Cade,m,n,0,46.62,15.63,0.74
14,Cade,m,n,0,59.75,26.05,0.71
14,Cade,m,n,0,64.9,16.21,0.71
14,Cade,m,n,0,56.34,21.75,0.64
15,Cade,m,n,0,38.65,9.02,0.65
15,Cade,m,n,0,35.35,12.56,0.67
15,Cade,m,n,0,50.2,19.06,0.78
15,Cade,m,n,0,72.55,23.98,0.63
15,Cade,m,n,0,64.32,14.83,0.69
15,Cade,m,n,0,72.31,19.52,0.92
15,Cade,m,n,0,63.94,13.84,0.72
15,Cade,m,n,0,43.15,12.9,1.09
15,Cade,m,n,0,53.76,8.28,0.72
15,Cade,m,n,0,35.41,11.8,0.74
15,Cade,m,n,0,36.19,5.08,0.71
15,Cade,m,n,0,22.17,7.52,0.69
16,Cade,m,s,0,62.81,16.33,0.71
16,Cade,m,s,0,62.18,26.59,0.93
16,Cade,m,s,0,64.28,20.38,0.65
16,Cade,m,s,0,48.73,30.49,0.87
16,Cade,m,s,0,59.53,15.34,0.94
16,Cade,m,s,0,74.63,13.66,0.65
16,Cade,m,s,0,39.95,27.64,0.76
16,Cade,m,s,0,48.45,15.8,0.76
16,Cade,m,s,0,45.23,12.98,0.94
16,Cade,m,s,0,37.15,9.28,0.79
16,Cade,m,s,0,21.99,7.41,0.91
17,Cade,l,s,0,61.2,19.66,0.68
17,Cade,l,s,0,52.63,12.42,0.7
17,Cade,l,s,0,63.43,10.14,0.73
17,Cade,l,s,0,70.16,20.92,0.81
17,Cade,l,s,0,64.55,26.78,0.83
17,Cade,l,s,0,57.34,18.88,0.82
17,Cade,l,s,0,47.43,17.84,0.88
17,Cade,l,s,0,38.46,14.95,0.63
18,Cade,l,s,0,74.86,19.17,0.99
18,Cade,l,s,0,73.71,16.18,0.77
18,Cade,l,s,0,54.47,18.47,0.71
18,Cade,l,s,0,50.25,13.49,0.65
18,Cade,l,s,0,72.06,23.02,0.73
18,Cade,l,s,0,46.76,35.61,0.85
18,Cade,l,s,0,44.3,14.11,0.84
18,Cade,l,s,0,43.78,12.35,0.94
18,Cade,l,s,0,32.87,11.54,0.82
18,Cade,l,s,0,19.86,10.23,0.75
18,Cade,l,s,0,29.76,6.56,0.83
18,Cade,l,s,0,25.1,5.4,0.86
18,Cade,l,s,0,16.4,3.18,0.65
19,Cade,l,n,0,59.62,21.66,0.82
19,Cade,l,n,0,46.96,28.24,0.6
19,Cade,l,n,0,48.29,17.88,0.94
19,Cade,l,n,0,51.09,14.65,0.68
19,Cade,l,n,0,50.38,15.91,0.7
19,Cade,l,n,0,55.82,10.09,0.79
19,Cade,l,n,0,57.98,16.7,0.66
19,Cade,l,n,0,57.2,13.13,0.81
19,Cade,l,n,0,39.44,12.49,0.79
19,Cade,l,n,0,37.67,15.54,0.52
19,Cade,l,n,0,51.19,13.69,0.72
19,Cade,l,n,0,30.79,13.66,0.52
20,Cade,l,n,0,75.27,41.89,0.84
20,Cade,l,n,0,53.02,44.75,0.77
20,Cade,l,n,0,72.48,24.5,0.75
21,Cade,h,n,0,54.9,27.57,0.55
21,Cade,h,n,0,57.37,29.96,0.67
21,Cade,h,n,0,54.93,13.81,0.74
21,Cade,h,n,0,67.45,18.84,0.6
21,Cade,h,n,0,58,14.87,0.83
21,Cade,h,n,0,50.46,18.39,0.74
21,Cade,h,n,0,44.88,10.98,0.76
21,Cade,h,n,0,39.07,10.28,0.56
21,Cade,h,n,0,22.83,8.12,0.73
21,Cade,h,n,0,33.65,5.41,0.48
22,Cade,h,n,0,34.99,18.77,0.68
22,Cade,h,n,0,47.75,12.68,1.04
22,Cade,h,n,0,42.94,10.25,0.71
22,Cade,h,n,0,33.24,12.56,0.75
22,Cade,h,n,0,59.62,45.4,1.15
22,Cade,h,n,0,51.69,12.37,0.96
22,Cade,h,n,0,52.04,15.77,0.9
22,Cade,h,n,0,51.51,10.63,0.89
22,Cade,h,n,0,44.8,10.49,0.81
22,Cade,h,n,0,36.8,11.14,0.86
22,Cade,h,n,0,35.82,9,0.7
22,Cade,h,n,0,30.04,9.76,0.75
22,Cade,h,n,0,36.12,6.15,0.87
22,Cade,h,n,0,27.12,8.12,0.8
22,Cade,h,n,0,21.94,6.55,0.82
23,Cade,h,s,0,74.67,18.27,0.59
23,Cade,h,s,0,73.57,23.81,0.62
23,Cade,h,s,0,53.73,17.04,0.61
23,Cade,h,s,0,60.51,20.56,0.71
23,Cade,h,s,0,48.62,19.3,0.78
23,Cade,h,s,0,51.1,28.79,0.74
24,Cade,h,s,0,38,15.5,0.72
24,Cade,h,s,0,64.96,27.02,0.74
24,Cade,h,s,0,69.71,20.69,0.67
24,Cade,h,s,0,63.61,30.81,0.72
24,Cade,h,s,0,44.14,19.61,0.7
24,Cade,h,s,0,37.47,24.9,0.83
24,Cade,h,s,0,36.4,11.77,0.78
24,Cade,h,s,0,38.79,8.02,0.79
24,Cade,h,s,0,25.87,13.61,0.91
25,Segi,m,s,0,63.12,5.49,1.39
25,Segi,m,s,0,62.29,5.32,1.37
25,Segi,m,s,0,65.82,5.16,1.25
25,Segi,m,s,0,49.19,11.77,1.33
25,Segi,m,s,0,98.76,36.33,1.36
25,Segi,m,s,0,63.78,10.38,1.3
26,Segi,m,n,0,59.7,6.85,1.52
26,Segi,m,n,0,40.67,5.9,1.6
26,Segi,m,n,0,85.79,29.93,1.34
26,Segi,m,n,0,88.29,16.96,1.24
26,Segi,m,n,0,104.47,44.87,1.61
27,Segi,m,n,0,68.45,6.41,1.21
27,Segi,m,n,0,56.93,7.24,1.16
27,Segi,m,n,0,98.79,24.84,0.98
27,Segi,m,n,0,104.13,22.29,1.14
27,Segi,m,n,0,67.81,8.1,1.17
27,Segi,m,n,0,47.95,8.52,0.99
28,Segi,m,s,0,114.64,33.28,1.72
28,Segi,m,s,0,87.23,25.55,1.78
28,Segi,m,s,0,79.25,15.07,1.71
28,Segi,m,s,0,102.72,10.63,1.83
28,Segi,m,s,0,52.38,5.21,1.13
28,Segi,m,s,0,47.03,8.55,1.3
29,Segi,l,s,0,116.98,20.77,0.93
29,Segi,l,s,0,118.74,27.25,1.2
29,Segi,l,s,0,105.68,14.45,0.68
29,Segi,l,s,0,61.08,13.48,1.03
30,Segi,l,s,0,110.02,22.8,1.35
30,Segi,l,s,0,70.77,20.45,1.18
30,Segi,l,s,0,79.74,20.87,1.35
30,Segi,l,s,0,50.92,11.68,1.12
31,Segi,l,n,0,74.27,22.63,1.28
31,Segi,l,n,0,65.47,18.45,1.53
31,Segi,l,n,0,56.78,13.64,1.78
31,Segi,l,n,0,56.2,18.07,1.5
31,Segi,l,n,0,55.88,13.49,1.52
31,Segi,l,n,0,52.44,6.87,1.46
31,Segi,l,n,0,48.62,11.07,1.34
32,Segi,l,n,0,73.19,20.36,1.49
32,Segi,l,n,0,72.2,11.33,1.43
32,Segi,l,n,0,65.07,7.53,1.36
32,Segi,l,n,0,76.62,26.83,1.34
32,Segi,l,n,0,67.72,19.8,1.63
32,Segi,l,n,0,69.41,16.81,1.13
33,Segi,h,n,0,107.24,18.99,1.22
33,Segi,h,n,0,94.28,15.9,1.16
33,Segi,h,n,0,80.08,14.02,1.49
34,Segi,h,n,0,75.57,12.87,1.69
34,Segi,h,n,0,82.81,10.51,1.44
34,Segi,h,n,0,77.01,10.85,1.2
34,Segi,h,n,0,64.05,11.09,1.47
34,Segi,h,n,0,75.02,7.93,1.21
34,Segi,h,n,0,71.3,12.28,1.31
35,Segi,h,s,0,63.76,3.61,1.48
35,Segi,h,s,0,69.06,11.89,1.52
35,Segi,h,s,0,68.19,11.25,1.55
35,Segi,h,s,0,75.36,7.76,1.77
35,Segi,h,s,0,77.03,8.99,1.69
35,Segi,h,s,0,56.52,12.85,1.55
35,Segi,h,s,0,69.25,10.69,1.2
35,Segi,h,s,0,52.99,6.54,1.35
36,Segi,h,s,0,51.63,6.52,1.98
36,Segi,h,s,0,65.57,26.05,1.54
36,Segi,h,s,0,76.85,6.89,1.4
36,Segi,h,s,0,84.21,30.12,1.53
36,Segi,h,s,0,67.48,11.92,1.3
37,Abco,m,s,0,91.36,31.58,0.9
38,Abco,m,n,0,115.38,80.05,1.02
38,Abco,m,n,0,62.92,36.17,0.63
38,Abco,m,n,0,78.3,50,0.64
39,Abco,m,n,0,70.15,39.19,0.71
39,Abco,m,n,0,84.94,56.61,0.64
40,Abco,m,s,0,41.98,29.41,0.91
40,Abco,m,s,0,66.12,23.21,0.81
40,Abco,m,s,0,67.39,22.99,0.69
41,Abco,l,s,0,41.24,32.7,0.73
41,Abco,l,s,0,76.13,21.88,0.71
42,Abco,l,s,0,107.61,31.96,0.96
43,Abco,l,n,0,72.38,36.75,0.83
43,Abco,l,n,0,49.71,35.69,0.8
44,Abco,l,n,0,55.31,31.5,0.93
44,Abco,l,n,0,47.06,28.9,0.72
44,Abco,l,n,0,41.14,21.88,0.87
45,Abco,h,n,0,50.62,31.27,0.82
45,Abco,h,n,0,55.34,37.09,0.77
46,Abco,h,n,0,28.1,33.43,0.86
46,Abco,h,n,0,11.32,31.05,0.86
46,Abco,h,n,0,28.19,31.84,0.72
46,Abco,h,n,0,63.3,39.4,0.82
46,Abco,h,n,0,56.08,29.64,0.66
47,Abco,h,s,0,60.22,31.14,0.66
47,Abco,h,s,0,70.39,29.99,0.52
47,Abco,h,s,0,66.48,18.98,0.65
48,Abco,h,s,0,52.59,46.98,0.89
48,Abco,h,s,0,65.89,36.62,0.72
49,Pije,m,s,0,260,2.47,0.62
49,Pije,m,s,0,250,2.28,0.8
49,Pije,m,s,0,170,1.72,0.76
49,Pije,m,s,0,160,0.62,0.67
49,Pije,m,s,0,188,1.98,0.73
49,Pije,m,s,0,206,1.9,0.66
49,Pije,m,s,0,154,1.38,0.49
49,Pije,m,s,0,201,1.7,0.66
49,Pije,m,s,0,131,0.95,0.57
49,Pije,m,s,0,170,1.9,0.75
50,Pije,m,n,0,202,2.21,0.84
50,Pije,m,n,0,196,1.95,0.75
50,Pije,m,n,0,210,1.84,0.66
50,Pije,m,n,0,218,2.1,0.89
50,Pije,m,n,0,188,2.08,0.89
50,Pije,m,n,0,225,1.78,0.85
50,Pije,m,n,0,170,1.51,0.74
51,Pije,m,n,0,158,1.8,0.7
51,Pije,m,n,0,190,1.73,0.71
51,Pije,m,n,0,208,1.76,0.58
51,Pije,m,n,0,190,1.74,0.7
51,Pije,m,n,0,180,1.17,0.5
51,Pije,m,n,0,168,1.82,0.6
51,Pije,m,n,0,107,1.58,0.58
51,Pije,m,n,0,175,1.86,0.53
51,Pije,m,n,0,201,1.82,0.6
51,Pije,m,n,0,128,1.23,0.54
51,Pije,m,n,0,164,1.56,0.84
51,Pije,m,n,0,141,1.44,0.52
52,Pije,m,s,0,153,2.09,0.9
52,Pije,m,s,0,218,1.67,0.69
52,Pije,m,s,0,152,1.8,0.8
52,Pije,m,s,0,167,1.57,0.63
52,Pije,m,s,0,180,1.66,0.62
52,Pije,m,s,0,181,1.38,0.68
52,Pije,m,s,0,148,1.86,0.59
52,Pije,m,s,0,199,1.82,0.86
52,Pije,m,s,0,122,1.88,0.75
52,Pije,m,s,0,176,1.26,0.66
52,Pije,m,s,0,160,1.65,0.68
53,Pije,l,s,0,196,2.44,0.67
53,Pije,l,s,0,166,1.12,0.65
53,Pije,l,s,0,164,1.85,0.59
53,Pije,l,s,0,133,1.4,0.62
53,Pije,l,s,0,188,2.5,0.74
53,Pije,l,s,0,211,1.93,0.69
53,Pije,l,s,0,120,1.97,0.72
53,Pije,l,s,0,171,1.78,0.67
53,Pije,l,s,0,125,1.44,0.61
53,Pije,l,s,0,218,1.75,0.91
54,Pije,l,s,0,184,2.11,0.92
54,Pije,l,s,0,233,2,0.9
54,Pije,l,s,0,200,1.8,0.64
54,Pije,l,s,0,213,2.2,0.75
54,Pije,l,s,0,121,1.33,0.75
54,Pije,l,s,0,114,1.2,0.43
54,Pije,l,s,0,124,1.72,0.6
55,Pije,l,n,0,153,1.4,0.68
55,Pije,l,n,0,222,2.18,0.8
55,Pije,l,n,0,172,1.2,0.55
55,Pije,l,n,0,195,1.83,0.77
55,Pije,l,n,0,156,1.5,0.55
55,Pije,l,n,0,140,1.48,0.54
55,Pije,l,n,0,187,1.55,0.56
55,Pije,l,n,0,158,1.73,0.59
55,Pije,l,n,0,191,1.71,0.54
55,Pije,l,n,0,96,2.1,0.64
55,Pije,l,n,0,137,1.34,0.33
56,Pije,l,n,0,174,1.49,0.61
56,Pije,l,n,0,81,1.7,0.63
56,Pije,l,n,0,205,1.84,0.79
56,Pije,l,n,0,171,1.49,0.87
56,Pije,l,n,0,168,1.19,0.57
56,Pije,l,n,0,183,1.25,0.53
56,Pije,l,n,0,185,1.58,0.7
56,Pije,l,n,0,150,1.37,0.6
56,Pije,l,n,0,139,1.31,0.63
56,Pije,l,n,0,117,1.38,0.71
56,Pije,l,n,0,86,1.14,0.73
57,Pije,h,n,0,235,2.13,0.28
57,Pije,h,n,0,149,1.66,0.56
57,Pije,h,n,0,185,1.55,0.65
57,Pije,h,n,0,140,1.73,0.71
57,Pije,h,n,0,193,1.58,0.56
57,Pije,h,n,0,191,1.45,0.68
57,Pije,h,n,0,192,1.76,0.6
57,Pije,h,n,0,174,1.46,0.72
57,Pije,h,n,0,222,1.97,0.68
58,Pije,h,n,0,151,1.46,0.45
58,Pije,h,n,0,178,1.63,0.54
58,Pije,h,n,0,171,1.76,0.59
58,Pije,h,n,0,216,1.67,0.77
58,Pije,h,n,0,218,2.12,0.88
58,Pije,h,n,0,179,1.78,0.71
58,Pije,h,n,0,198,1.86,0.78
58,Pije,h,n,0,142,1.17,0.54
58,Pije,h,n,0,110,1.71,0.77
58,Pije,h,n,0,101,1.33,0.58
58,Pije,h,n,0,88,1.09,0.57
59,Pije,h,s,0,191,1.76,0.72
59,Pije,h,s,0,208,1.75,0.78
59,Pije,h,s,0,220,2.17,0.75
59,Pije,h,s,0,146,1.3,0.47
59,Pije,h,s,0,187,1.68,0.44
59,Pije,h,s,0,173,1.84,0.69
59,Pije,h,s,0,210,2,0.74
59,Pije,h,s,0,166,1.44,0.65
60,Pije,h,s,0,212,2.08,0.7
60,Pije,h,s,0,228,1.89,0.84
60,Pije,h,s,0,196,1.7,0.73
60,Pije,h,s,0,182,1.42,0.63
60,Pije,h,s,0,207,1.96,0.8
60,Pije,h,s,0,180,1.71,0.69
60,Pije,h,s,0,143,1.48,0.54
60,Pije,h,s,0,140,2.1,0.92
61,Pipo,m,s,0,227,1.8,0.68
61,Pipo,m,s,0,226,1.46,0.52
61,Pipo,m,s,0,205,1.49,0.6
61,Pipo,m,s,0,214,0.74,0.48
61,Pipo,m,s,0,203,1.9,0.77
61,Pipo,m,s,0,98,1.58,0.59
61,Pipo,m,s,0,18,1.6,0.52
61,Pipo,m,s,0,184,1.14,0.6
61,Pipo,m,s,0,153,1.85,0.58
61,Pipo,m,s,0,111,1.53,0.57
62,Pipo,m,n,0,217,1.74,0.77
62,Pipo,m,n,0,141,0.72,0.57
62,Pipo,m,n,0,185,1.25,0.72
62,Pipo,m,n,0,153,1.19,0.45
62,Pipo,m,n,0,156,1.89,0.78
62,Pipo,m,n,0,200,1.63,0.56
62,Pipo,m,n,0,140,0.66,0.6
62,Pipo,m,n,0,192,1.55,0.71
62,Pipo,m,n,0,170,1.37,0.1
62,Pipo,m,n,0,202,1.33,0.72
62,Pipo,m,n,0,176,0.71,0.6
62,Pipo,m,n,0,138,1.32,0.55
63,Pipo,m,n,0,192,1.56,0.48
63,Pipo,m,n,0,185,1.56,0.59
63,Pipo,m,n,0,120,1.69,0.51
63,Pipo,m,n,0,218,1.51,0.47
63,Pipo,m,n,0,161,1.4,0.55
63,Pipo,m,n,0,177,1.3,0.53
63,Pipo,m,n,0,134,1.43,0.67
63,Pipo,m,n,0,224,1.8,0.49
63,Pipo,m,n,0,190,1.83,0.52
63,Pipo,m,n,0,157,1.25,0.48
63,Pipo,m,n,0,165,2.1,0.62
63,Pipo,m,n,0,209,1.38,0.57
64,Pipo,m,s,0,222,0.56,0.39
64,Pipo,m,s,0,154,1.56,0.7
64,Pipo,m,s,0,206,1.12,0.75
64,Pipo,m,s,0,201,1.42,0.71
64,Pipo,m,s,0,118,1.32,0.5
64,Pipo,m,s,0,172,1.59,0.72
64,Pipo,m,s,0,209,1.72,0.56
64,Pipo,m,s,0,194,1.37,0.64
64,Pipo,m,s,0,149,1.47,0.61
64,Pipo,m,s,0,200,1.16,0.59
65,Pipo,l,s,0,168,1.49,0.49
65,Pipo,l,s,0,144,1.79,0.45
65,Pipo,l,s,0,206,1.69,0.65
65,Pipo,l,s,0,178,1.84,0.75
65,Pipo,l,s,0,230,2.4,0.62
65,Pipo,l,s,0,166,1.74,0.59
65,Pipo,l,s,0,224,1.1,0.64
65,Pipo,l,s,0,191,1.41,0.4
65,Pipo,l,s,0,150,1.26,0.56
65,Pipo,l,s,0,198,1.64,0.57
66,Pipo,l,s,0,192,1.8,0.72
66,Pipo,l,s,0,158,1.45,0.42
66,Pipo,l,s,0,113,1.52,0.64
66,Pipo,l,s,0,169,1.35,0.63
66,Pipo,l,s,0,219,2,0.59
66,Pipo,l,s,0,240,1.93,0.89
66,Pipo,l,s,0,178,1.4,0.73
66,Pipo,l,s,0,165,1.82,0.49
66,Pipo,l,s,0,192,1.17,0.48
67,Pipo,l,n,0,192,1.44,0.46
67,Pipo,l,n,0,210,1.16,0.2
67,Pipo,l,n,0,186,1.68,0.58
67,Pipo,l,n,0,142,1.35,0.5
67,Pipo,l,n,0,190,1.28,0.36
67,Pipo,l,n,0,226,1.56,0.63
67,Pipo,l,n,0,193,1.41,0.51
67,Pipo,l,n,0,182,1.05,0.4
67,Pipo,l,n,0,162,1.5,0.67
67,Pipo,l,n,0,148,1.36,0.44
68,Pipo,l,n,0,182,1.58,0.52
68,Pipo,l,n,0,172,1.59,0.52
68,Pipo,l,n,0,216,1.73,0.61
68,Pipo,l,n,0,121,1.32,0.66
68,Pipo,l,n,0,153,1.39,0.73
68,Pipo,l,n,0,147,1.48,0.52
68,Pipo,l,n,0,174,1.12,0.67
68,Pipo,l,n,0,216,1.49,0.56
68,Pipo,l,n,0,129,1.44,0.68
68,Pipo,l,n,0,151,1.51,0.43
68,Pipo,l,n,0,159,1.24,0.39
68,Pipo,l,n,0,212,1.61,0.65
68,Pipo,l,n,0,74,1.58,0.61
69,Pipo,h,n,0,215,1.56,0.67
69,Pipo,h,n,0,170,1.63,0.64
69,Pipo,h,n,0,238,2.37,0.59
69,Pipo,h,n,0,231,1.78,0.71
69,Pipo,h,n,0,201,1.49,0.56
69,Pipo,h,n,0,171,1.46,0.49
69,Pipo,h,n,0,195,1.49,0.61
69,Pipo,h,n,0,180,1.46,0.58
69,Pipo,h,n,0,159,1.58,0.54
70,Pipo,h,n,0,179,1.64,0.64
70,Pipo,h,n,0,187,1.23,0.56
70,Pipo,h,n,0,153,1.23,0.6
70,Pipo,h,n,0,141,1.31,0.59
70,Pipo,h,n,0,175,1.3,0.71
70,Pipo,h,n,0,230,1.67,0.76
70,Pipo,h,n,0,250,1.82,0.61
70,Pipo,h,n,0,147,1.89,0.72
70,Pipo,h,n,0,170,1.62,0.51
70,Pipo,h,n,0,128,1.33,0.41
71,Pipo,h,s,0,216,2.24,0.74
71,Pipo,h,s,0,180,1.27,0.46
71,Pipo,h,s,0,200,1.42,0.62
71,Pipo,h,s,0,144,1.25,0.48
71,Pipo,h,s,0,126,1.4,0.43
71,Pipo,h,s,0,184,1.27,0.59
71,Pipo,h,s,0,138,1.44,0.57
71,Pipo,h,s,0,202,1.47,0.57
71,Pipo,h,s,0,170,2.01,0.62
71,Pipo,h,s,0,176,1.32,0.46
71,Pipo,h,s,0,157,1.81,0.63
71,Pipo,h,s,0,144,1.36,0.5
72,Pipo,h,s,0,212,1.9,0.68
72,Pipo,h,s,0,213,1.45,0.7
72,Pipo,h,s,0,212,1.67,0.88
72,Pipo,h,s,0,163,1.28,0.5
72,Pipo,h,s,0,211,1.64,0.61
72,Pipo,h,s,0,148,1.4,0.56
72,Pipo,h,s,0,196,1.24,0.73
72,Pipo,h,s,0,148,1.35,0.88
72,Pipo,h,s,0,185,1.22,0.43
73,Pila,m,s,0,120,1.73,0.33
73,Pila,m,s,0,140,1.31,0.36
73,Pila,m,s,0,112,0.7,0.57
73,Pila,m,s,0,124,1.1,0.5
73,Pila,m,s,0,110,0.57,0.28
73,Pila,m,s,0,113,0.59,0.45
73,Pila,m,s,0,118,0.83,0.41
73,Pila,m,s,0,114,1.25,0.48
